LoanAmount,City,State,Zip,NAICSCode,BusinessType,JobsReported,DateApproved,MonthApproved,Lender,CD,NAICSCodeDefinition
1835,HONOLULU,HI,96822,711190,Independent Contractors,1,2020-05-16T00:00:00Z,May,"Kabbage, Inc.",HI-01,Other Performing Arts Companies
1832.74,WAHIAWA,HI,96786,812990,Self-Employed Individuals,0,2020-05-21T00:00:00Z,May,Celtic Bank Corporation,HI-02,All Other Personal Services
1822.86,HONOLULU,HI,96816,541990,Self-Employed Individuals,0,2020-06-16T00:00:00Z,June,Celtic Bank Corporation,HI-01,"All Other Professional, Scientific, and Technical Services"
1817,HALEIWA,HI,96712,541613,Independent Contractors,0,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Marketing Consulting Services
1817,KAMUELA,HI,96743,112130,Limited  Liability Company(LLC),1,2020-06-02T00:00:00Z,June,Hawaii First FCU,HI-02,Dual-Purpose Cattle Ranching and Farming
1815,LAHAINA,HI,96761,812990,Sole Proprietorship,0,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,All Other Personal Services
1814.01,HONOLULU,HI,96817,481111,Self-Employed Individuals,0,2020-05-15T00:00:00Z,May,Celtic Bank Corporation,HI-01,Scheduled Passenger Air Transportation
1808.72,WAIANAE,HI,96792,0,Sole Proprietorship,1,2020-05-03T00:00:00Z,May,Celtic Bank Corporation,HI-02,Not found
1807,PEARL CITY,HI,96782,611691,Sole Proprietorship,1,2020-06-28T00:00:00Z,June,HawaiiUSA FCU,HI-01,Exam Preparation and Tutoring
1800,HONOLULU,HI,96813,454390,Independent Contractors,1,2020-04-28T00:00:00Z,April,Central Pacific Bank,HI-01,Other Direct Selling Establishments
1800,PEARL CITY,HI,96782,454390,Limited  Liability Company(LLC),18,2020-05-04T00:00:00Z,May,"American Savings Bank, FSB",HI-01,Other Direct Selling Establishments
1800,LIHUE,HI,96766,485310,Sole Proprietorship,1,2020-04-28T00:00:00Z,April,Central Pacific Bank,HI-02,Taxi and Ridesharing Services
1800,HONOLULU,HI,96817,531210,Self-Employed Individuals,1,2020-04-29T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
1800,HONOLULU,HI,96816,541930,Sole Proprietorship,0,2020-05-06T00:00:00Z,May,Central Pacific Bank,HI-01,Translation and Interpretation Services
1800,HONOLULU,HI,96822,446191,Corporation,1,2020-04-10T00:00:00Z,April,Central Pacific Bank,HI-01,Food (Health) Supplement Stores
1800,HONOLULU,HI,96814,541618,Limited  Liability Company(LLC),1,2020-04-16T00:00:00Z,April,Central Pacific Bank,HI-01,Other Management Consulting Services
1800,HONOLULU,HI,96821,812112,Sole Proprietorship,1,2020-04-16T00:00:00Z,April,Central Pacific Bank,HI-01,Beauty Salons
1800,HONOLULU,HI,96813,111219,Sole Proprietorship,0,2020-05-07T00:00:00Z,May,Central Pacific Bank,HI-01,Other Vegetable (except Potato) and Melon Farming
1800,HONOLUU,HI,96826,621399,Sole Proprietorship,0,2020-05-26T00:00:00Z,May,Central Pacific Bank,HI-01,Offices of All Other Miscellaneous Health Practitioners
1800,HONOLULU,HI,96815,541921,Sole Proprietorship,0,2020-05-09T00:00:00Z,May,Central Pacific Bank,HI-01,"Photography Studios, Portrait"
1800,PRINCEVILLE,HI,96722,561720,Independent Contractors,1,2020-05-13T00:00:00Z,May,First Hawaiian Bank,HI-02,Janitorial Services
1800,HILO,HI,96720,541990,Limited  Liability Company(LLC),0,2020-05-14T00:00:00Z,May,Central Pacific Bank,HI-02,"All Other Professional, Scientific, and Technical Services"
1800,HONOLULU,HI,96816,111110,Sole Proprietorship,0,2020-04-30T00:00:00Z,April,Central Pacific Bank,HI-01,Soybean Farming
1800,HONOLULU,HI,96815,448310,Sole Proprietorship,2,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Jewelry Stores
1800,KEAAU,HI,96749,561499,Sole Proprietorship,0,2020-05-02T00:00:00Z,May,Central Pacific Bank,HI-02,All Other Business Support Services
1797.71,MILILANI,HI,96789,485999,Sole Proprietorship,0,2020-05-14T00:00:00Z,May,Celtic Bank Corporation,HI-01,All Other Transit and Ground Passenger Transportation
1795.2,HONOLULU,HI,96816,531311,Self-Employed Individuals,0,2020-08-02T00:00:00Z,August,"Fundbox, Inc.",HI-01,Residential Property Managers
1795.2,PEARL CITY,HI,96782,238330,Limited  Liability Company(LLC),1,2020-07-23T00:00:00Z,July,HawaiiUSA FCU,HI-01,Flooring Contractors
1794,WAILUKU,HI,96793,812112,Sole Proprietorship,0,2020-05-26T00:00:00Z,May,Celtic Bank Corporation,HI-02,Beauty Salons
1793.81,HILO,HI,96720,812199,Sole Proprietorship,0,2020-05-04T00:00:00Z,May,Celtic Bank Corporation,HI-02,Other Personal Care Services
1787,KAPAAU,HI,96755,721110,Sole Proprietorship,1,2020-05-04T00:00:00Z,May,First Hawaiian Bank,HI-02,Hotels (except Casino Hotels) and Motels
1783,KAILUA KONA,HI,96740,722310,Self-Employed Individuals,1,2020-06-25T00:00:00Z,June,"Kabbage, Inc.",HI-02,Food Service Contractors
1783,KAILUA KONA,HI,96740,812990,Self-Employed Individuals,1,2020-06-20T00:00:00Z,June,"Kabbage, Inc.",HI-02,All Other Personal Services
1772,LAHAINA,HI,96761,485999,Sole Proprietorship,1,2020-06-16T00:00:00Z,June,WebBank,HI-02,All Other Transit and Ground Passenger Transportation
1770,HONOLULU,HI,96814,531390,Independent Contractors,1,2020-04-30T00:00:00Z,April,WebBank,HI-01,Other Activities Related to Real Estate
1770,HONOLULU,HI,96815,541613,Sole Proprietorship,6,2020-06-29T00:00:00Z,June,Radius Bank,HI-01,Marketing Consulting Services
1767,EWA BEACH,HI,96706,333318,Corporation,2,2020-05-11T00:00:00Z,May,"Bank of America, National Association",HI-01,Other Commercial and Service Industry Machinery Manufacturing
1761,HONOLULU,HI,96817,0,Limited  Liability Company(LLC),2,2020-05-03T00:00:00Z,May,"Bank of America, National Association",HI-01,Not found
1760,AIEA,HI,96701,561510,Corporation,4,2020-04-28T00:00:00Z,April,First Hawaiian Bank,HI-01,Travel Agencies
1760,HONOLULU,HI,96826,531110,Sole Proprietorship,0,2020-05-05T00:00:00Z,May,Central Pacific Bank,HI-01,Lessors of Residential Buildings and Dwellings
1757,HONOLULU,HI,96826,423730,Self-Employed Individuals,1,2020-05-13T00:00:00Z,May,Cross River Bank,HI-01,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers
1752,KOLOA,HI,96756,541922,Sole Proprietorship,1,2020-08-05T00:00:00Z,August,"Kabbage, Inc.",HI-02,Commercial Photography
1750,HONOLULU,HI,96817,531120,Corporation,0,2020-05-07T00:00:00Z,May,Central Pacific Bank,HI-01,Lessors of Nonresidential Buildings (except Miniwarehouses)
1750,EWA BEACH,HI,96706,812990,Limited  Liability Company(LLC),0,2020-05-15T00:00:00Z,May,Central Pacific Bank,HI-01,All Other Personal Services
1750,HONOLULU,HI,96814,452319,Limited  Liability Company(LLC),3,2020-04-07T00:00:00Z,April,Central Pacific Bank,HI-01,All Other General Merchandise Stores
1746,HONOLULU,HI,96815,448310,Limited  Liability Company(LLC),1,2020-04-06T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Jewelry Stores
1742,HONOLULU,HI,96815,541330,Limited  Liability Company(LLC),1,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,Engineering Services
1740,HILO,HI,96720,812112,Sole Proprietorship,0,2020-06-01T00:00:00Z,June,CU Hawaii FCU,HI-02,Beauty Salons
1736,PAIA,HI,96784,238220,Self-Employed Individuals,1,2020-08-03T00:00:00Z,August,"Kabbage, Inc.",HI-02,"Plumbing, Heating, and Air-Conditioning Contractors"
1736,HONOLULU,HI,96813,485310,Self-Employed Individuals,1,2020-06-28T00:00:00Z,June,"Kabbage, Inc.",HI-01,Taxi and Ridesharing Services
1734,HONOLULU,HI,96821,541613,Independent Contractors,1,2020-05-04T00:00:00Z,May,Cross River Bank,HI-01,Marketing Consulting Services
1731.08,KAILUA,HI,96734,511210,Sole Proprietorship,1,2020-05-03T00:00:00Z,May,Celtic Bank Corporation,HI-02,Software Publishers
1729,KIHEI,HI,96753,485310,Self-Employed Individuals,1,2020-08-08T00:00:00Z,August,"Kabbage, Inc.",HI-02,Taxi and Ridesharing Services
1720,PAHOA,HI,96778,541613,Sole Proprietorship,1,2020-05-16T00:00:00Z,May,WebBank,HI-02,Marketing Consulting Services
1718,KAMUELA,HI,96743,813110,Independent Contractors,1,2020-05-08T00:00:00Z,May,Hawaii First FCU,HI-02,Religious Organizations
1715,WAIPAHU,HI,96797,485310,Self-Employed Individuals,1,2020-05-23T00:00:00Z,May,Cross River Bank,HI-01,Taxi and Ridesharing Services
1714.01,KALAHEO,HI,96741,812112,Sole Proprietorship,0,2020-04-30T00:00:00Z,April,Celtic Bank Corporation,HI-02,Beauty Salons
1712,HONOLULU,HI,96826,485310,Independent Contractors,1,2020-06-25T00:00:00Z,June,"Kabbage, Inc.",HI-01,Taxi and Ridesharing Services
1710,LAWAI,HI,96765,812990,Sole Proprietorship,0,2020-04-13T00:00:00Z,April,Bank of Hawaii,HI-02,All Other Personal Services
1707.25,KAILUA,HI,96734,812112,Sole Proprietorship,0,2020-04-30T00:00:00Z,April,Celtic Bank Corporation,HI-02,Beauty Salons
1700,HONOLULU,HI,96814,541613,Sole Proprietorship,0,2020-05-03T00:00:00Z,May,Central Pacific Bank,HI-01,Marketing Consulting Services
1700,WAIPAHU,HI,96797,812112,Limited  Liability Company(LLC),0,2020-05-04T00:00:00Z,May,Central Pacific Bank,HI-01,Beauty Salons
1700,HONOLULU,HI,96814,813110,Professional Association,0,2020-05-04T00:00:00Z,May,Central Pacific Bank,HI-01,Religious Organizations
1700,KAILUA-KONA,HI,96740,812990,Limited  Liability Company(LLC),0,2020-04-28T00:00:00Z,April,Central Pacific Bank,HI-02,All Other Personal Services
1700,LAHAINA,HI,96761,446199,Limited  Liability Company(LLC),0,2020-05-22T00:00:00Z,May,Central Pacific Bank,HI-02,All Other Health and Personal Care Stores
1700,HONOLULU,HI,96825,236118,Limited  Liability Company(LLC),1,2020-04-29T00:00:00Z,April,Central Pacific Bank,HI-01,Residential Remodelers
1700,HONOLULU,HI,96814,812990,Limited  Liability Company(LLC),1,2020-04-12T00:00:00Z,April,Central Pacific Bank,HI-01,All Other Personal Services
1700,LIHUE,HI,96766,621210,Sole Proprietorship,0,2020-05-09T00:00:00Z,May,Central Pacific Bank,HI-02,Offices of Dentists
1700,AIEA,HI,96701,236118,Limited  Liability Company(LLC),0,2020-05-28T00:00:00Z,May,Central Pacific Bank,HI-01,Residential Remodelers
1700,WAIPAHU,HI,96797,238150,Corporation,2,2020-04-04T00:00:00Z,April,Central Pacific Bank,HI-01,Glass and Glazing Contractors
1700,HONOLULU,HI,96817,812112,Sole Proprietorship,1,2020-05-11T00:00:00Z,May,Hawaii National Bank,HI-01,Beauty Salons
1700,HONOLULU,HI,96826,812112,Sole Proprietorship,0,2020-04-30T00:00:00Z,April,Central Pacific Bank,HI-01,Beauty Salons
1700,HONOLULU,HI,96816,485320,Limited  Liability Company(LLC),0,2020-05-12T00:00:00Z,May,Central Pacific Bank,HI-01,Limousine Service
1700,MAKAWAO,HI,96768,448110,Corporation,1,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-02,Men's Clothing Stores
1700,HONOLULU,HI,96815,448190,Limited  Liability Company(LLC),2,2020-04-09T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Other Clothing Stores
1700,HONOLULU,HI,96816,485310,Sole Proprietorship,0,2020-05-02T00:00:00Z,May,Central Pacific Bank,HI-01,Taxi and Ridesharing Services
1700,MILILANI,HI,96789,531210,Sole Proprietorship,0,2020-05-03T00:00:00Z,May,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
1697,KANEOHE,HI,96744,541922,Limited  Liability Company(LLC),1,2020-08-08T00:00:00Z,August,"Kabbage, Inc.",HI-02,Commercial Photography
1695,KAMUELA,HI,96743,621399,Limited  Liability Company(LLC),1,2020-05-08T00:00:00Z,May,Hawaii First FCU,HI-02,Offices of All Other Miscellaneous Health Practitioners
1693,AIEA,HI,96701,454390,Self-Employed Individuals,0,2020-06-17T00:00:00Z,June,Central Pacific Bank,HI-01,Other Direct Selling Establishments
1687,KAILUA,HI,96734,524210,Limited  Liability Company(LLC),1,2020-05-29T00:00:00Z,May,WebBank,HI-02,Insurance Agencies and Brokerages
1686.49,WAIPAHU,HI,96797,488410,Sole Proprietorship,0,2020-05-11T00:00:00Z,May,Celtic Bank Corporation,HI-01,Motor Vehicle Towing
1683,WAILUKU,HI,96793,485310,Self-Employed Individuals,1,2020-08-01T00:00:00Z,August,"Kabbage, Inc.",HI-02,Taxi and Ridesharing Services
1682,HONOLULU,HI,96817,485310,Sole Proprietorship,1,2020-05-21T00:00:00Z,May,"Kabbage, Inc.",HI-01,Taxi and Ridesharing Services
1678,HOLUALOA,HI,96725,485310,Independent Contractors,1,2020-07-14T00:00:00Z,July,"Kabbage, Inc.",HI-02,Taxi and Ridesharing Services
1677,KAPAAU,HI,96755,541213,Corporation,1,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-02,Tax Preparation Services
1675.88,MOUNTAIN VIEW,HI,96771,611710,Sole Proprietorship,1,2020-05-01T00:00:00Z,May,Celtic Bank Corporation,HI-02,Educational Support Services
1675,KILAUEA,HI,96754,112511,Self-Employed Individuals,0,2020-05-12T00:00:00Z,May,Central Pacific Bank,HI-02,Finfish Farming and Fish Hatcheries
1675,HONOLULU,HI,96816,812112,Self-Employed Individuals,1,2020-05-15T00:00:00Z,May,First Hawaiian Bank,HI-01,Beauty Salons
1672.5,HONOLULU,HI,96813,541430,Sole Proprietorship,0,2020-08-02T00:00:00Z,August,"Fundbox, Inc.",HI-01,Graphic Design Services
1670,WAILUKU,HI,96793,812112,Self-Employed Individuals,1,2020-07-11T00:00:00Z,July,"Kabbage, Inc.",HI-02,Beauty Salons
1667,KILAUEA,HI,96754,561990,Corporation,1,2020-04-16T00:00:00Z,April,HawaiiUSA FCU,HI-02,All Other Support Services
1667,KAILUA KONA,HI,96740,541921,Limited  Liability Company(LLC),0,2020-05-16T00:00:00Z,May,Bank of Hawaii,HI-02,"Photography Studios, Portrait"
1664.04,HONOLULU,HI,96826,0,Sole Proprietorship,0,2020-05-03T00:00:00Z,May,Celtic Bank Corporation,HI-01,Not found
1662.3,LIHUE,HI,96766,531210,Independent Contractors,1,2020-05-26T00:00:00Z,May,Kaua'i Government Employees' FCU,HI-02,Offices of Real Estate Agents and Brokers
1650,KIHEI,HI,96753,611620,Sole Proprietorship,1,2020-05-26T00:00:00Z,May,Bank of Hawaii,HI-02,Sports and Recreation Instruction
1637,LAHAINA,HI,96761,711130,Sole Proprietorship,0,2020-06-04T00:00:00Z,June,Bank of Hawaii,HI-02,Musical Groups and Artists
1636,KAMUELA,HI,96743,311991,Self-Employed Individuals,1,2020-07-29T00:00:00Z,July,"Kabbage, Inc.",HI-02,Perishable Prepared Food Manufacturing
1630,HONOLULU,HI,96814,812112,Limited  Liability Company(LLC),0,2020-05-12T00:00:00Z,May,Bank of Hawaii,HI-01,Beauty Salons
1625,HONOLULU,HI,96819,722511,Subchapter S Corporation,2,2020-04-30T00:00:00Z,April,Celtic Bank Corporation,HI-01,Full-Service Restaurants
1617.29,HAKALAU,HI,96710,721110,Limited  Liability Company(LLC),3,2020-05-12T00:00:00Z,May,First Hawaiian Bank,HI-02,Hotels (except Casino Hotels) and Motels
1600,HONOLULU,HI,96819,485310,Self-Employed Individuals,1,2020-05-05T00:00:00Z,May,Ohana Pacific Bank,HI-01,Taxi and Ridesharing Services
1600,MILILANI,HI,96789,485999,Limited  Liability Company(LLC),0,2020-04-29T00:00:00Z,April,Central Pacific Bank,HI-01,All Other Transit and Ground Passenger Transportation
1600,WAHIAWA,HI,96786,531210,Sole Proprietorship,0,2020-05-27T00:00:00Z,May,Central Pacific Bank,HI-02,Offices of Real Estate Agents and Brokers
1600,WAILUKU,HI,96793,812112,Limited  Liability Company(LLC),1,2020-04-30T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Beauty Salons
1600,KAILUA,HI,96734,811411,Self-Employed Individuals,2,2020-04-14T00:00:00Z,April,Central Pacific Bank,HI-02,Home and Garden Equipment Repair and Maintenance
1600,HONOLULU,HI,96826,111211,Self-Employed Individuals,0,2020-05-13T00:00:00Z,May,Central Pacific Bank,HI-01,Potato Farming
1600,HONOLULU,HI,96819,441120,Limited  Liability Company(LLC),0,2020-06-29T00:00:00Z,June,Itria Ventures LLC,HI-01,Used Car Dealers
1600,WAILUKU,HI,96793,722310,Sole Proprietorship,1,2020-06-16T00:00:00Z,June,Customers Bank,HI-02,Food Service Contractors
1600,LAHAINA,HI,96761,541613,Sole Proprietorship,0,2020-05-14T00:00:00Z,May,Central Pacific Bank,HI-02,Marketing Consulting Services
1600,ALEA,HI,96701,541110,Limited  Liability Company(LLC),0,2020-07-22T00:00:00Z,July,Navy FCU,HI-01,Offices of Lawyers
1598,MAKAWAO,HI,96768,812199,Self-Employed Individuals,1,2020-05-04T00:00:00Z,May,First Hawaiian Bank,HI-02,Other Personal Care Services
1597,KIHEI,HI,96753,484110,Sole Proprietorship,1,2020-07-25T00:00:00Z,July,Cross River Bank,HI-02,"General Freight Trucking, Local"
1590,HONOLULU,HI,96817,454390,Limited  Liability Company(LLC),1,2020-05-14T00:00:00Z,May,First Hawaiian Bank,HI-01,Other Direct Selling Establishments
1590,HONOLULU,HI,96826,488210,Independent Contractors,1,2020-06-03T00:00:00Z,June,WebBank,HI-01,Support Activities for Rail Transportation
1588,HONOLULU,HI,96822,321918,Self-Employed Individuals,1,2020-05-15T00:00:00Z,May,"Kabbage, Inc.",HI-01,Other Millwork (including Flooring)
1586.56,KAILUA,HI,96734,711510,Independent Contractors,0,2020-05-13T00:00:00Z,May,Celtic Bank Corporation,HI-02,"Independent Artists, Writers, and Performers"
1585,WAIANAE,HI,96792,531120,Self-Employed Individuals,1,2020-05-22T00:00:00Z,May,"Kabbage, Inc.",HI-02,Lessors of Nonresidential Buildings (except Miniwarehouses)
1582,KILAUEA,HI,96754,561110,Self-Employed Individuals,1,2020-04-28T00:00:00Z,April,First Hawaiian Bank,HI-02,Office Administrative Services
1575,AIEA,HI,96701,339999,Sole Proprietorship,0,2020-05-01T00:00:00Z,May,Central Pacific Bank,HI-01,All Other Miscellaneous Manufacturing
1572,KAMUELA,HI,96743,453310,Sole Proprietorship,1,2020-05-05T00:00:00Z,May,Bank of Hawaii,HI-02,Used Merchandise Stores
1572,HONOLULU,HI,96825,532490,Self-Employed Individuals,1,2020-06-15T00:00:00Z,June,Cross River Bank,HI-01,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
1565,KAMUELA,HI,96743,238210,Limited  Liability Company(LLC),1,2020-04-29T00:00:00Z,April,Central Pacific Bank,HI-02,Electrical Contractors and Other Wiring Installation Contractors
1560,HONOLULU,HI,96813,485310,Self-Employed Individuals,0,2020-05-19T00:00:00Z,May,Celtic Bank Corporation,HI-01,Taxi and Ridesharing Services
1558,HONOLULU,HI,96815,485320,Limited  Liability Company(LLC),0,2020-05-28T00:00:00Z,May,Central Pacific Bank,HI-01,Limousine Service
1555.08,HONOLULU,HI,96826,485310,Sole Proprietorship,0,2020-05-08T00:00:00Z,May,Celtic Bank Corporation,HI-01,Taxi and Ridesharing Services
1552.11,KULA,HI,96790,541219,Limited  Liability Company(LLC),0,2020-05-10T00:00:00Z,May,Celtic Bank Corporation,HI-02,Other Accounting Services
1551,EWA BEACH,HI,96706,485310,Independent Contractors,1,2020-06-26T00:00:00Z,June,"Kabbage, Inc.",HI-01,Taxi and Ridesharing Services
1545,HONOLULU,HI,96813,541870,Limited  Liability Company(LLC),1,2020-05-03T00:00:00Z,May,Bank of Hawaii,HI-01,Advertising Material Distribution Services
1545,HONOLULU,HI,96813,531120,Limited  Liability Company(LLC),4,2020-04-15T00:00:00Z,April,First Hawaiian Bank,HI-01,Lessors of Nonresidential Buildings (except Miniwarehouses)
1542,NAALEHU,HI,96772,721191,Limited  Liability Company(LLC),0,2020-05-27T00:00:00Z,May,CU Hawaii FCU,HI-02,Bed-and-Breakfast Inns
1540,MAKAWAO,HI,96768,621399,Sole Proprietorship,0,2020-05-10T00:00:00Z,May,Bank of Hawaii,HI-02,Offices of All Other Miscellaneous Health Practitioners
1540,KIHEI,HI,96753,711320,Self-Employed Individuals,1,2020-05-18T00:00:00Z,May,"Kabbage, Inc.",HI-02,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
1538,MILILANI,HI,96789,488490,Independent Contractors,1,2020-06-27T00:00:00Z,June,"Kabbage, Inc.",HI-01,Other Support Activities for Road Transportation
1536.58,WAIPAHU,HI,96797,0,Sole Proprietorship,1,2020-05-03T00:00:00Z,May,Celtic Bank Corporation,HI-01,Not found
1536,HONOLULU,HI,96819,621610,Self-Employed Individuals,1,2020-07-06T00:00:00Z,July,"Kabbage, Inc.",HI-01,Home Health Care Services
1535,HILO,HI,96720,111422,Corporation,0,2020-06-03T00:00:00Z,June,Bank of Hawaii,HI-02,Floriculture Production
1532,HONOLULU,HI,96813,611699,Sole Proprietorship,1,2020-05-13T00:00:00Z,May,WebBank,HI-01,All Other Miscellaneous Schools and Instruction
1532,HONOLULU,HI,96814,448120,Limited  Liability Company(LLC),3,2020-04-28T00:00:00Z,April,First Hawaiian Bank,HI-01,Women's Clothing Stores
1530,HONOLULU,HI,96821,561520,Limited  Liability Company(LLC),0,2020-04-15T00:00:00Z,April,Bank of Hawaii,HI-01,Tour Operators
1530,HONOLULU,HI,96817,485310,Sole Proprietorship,1,2020-05-18T00:00:00Z,May,Bank of Hawaii,HI-01,Taxi and Ridesharing Services
1520,PEARL CITY,HI,96782,713940,Limited  Liability Company(LLC),1,2020-04-29T00:00:00Z,April,Bank of Hawaii,HI-01,Fitness and Recreational Sports Centers
1515,HONOLULU,HI,96819,448140,Sole Proprietorship,0,2020-05-05T00:00:00Z,May,Central Pacific Bank,HI-01,Family Clothing Stores
1510,KANEOHE,HI,96744,441222,Sole Proprietorship,1,2020-05-06T00:00:00Z,May,First Hawaiian Bank,HI-02,Boat Dealers
1505.83,HONOLULU,HI,96818,485310,Self-Employed Individuals,0,2020-04-29T00:00:00Z,April,Celtic Bank Corporation,HI-01,Taxi and Ridesharing Services
